Number_of_people,Average_Age,Total_Income,Occupation,Lifestyle,House_Size,Presence_of_garden,Number_of_bathrooms,Dishwasher_usage,Washing_machine_usage,Swimming_pool,Water_storage,Water_footprint
3,35,192396,Retired,Luxury,1916,No,4,Weekly,Weekly,No,Tank,4471
2,18,42863,Salaried,Luxury,2472,Yes,3,Rarely,Daily,No,Tank,3204
1,33,45234,Retired,Minimalist,2805,No,2,Daily,Daily,Yes,Tank,5249
3,35,50203,Retired,Average,768,Yes,1,Weekly,Rarely,No,Well,12277
4,37,174589,Salaried,Average,2507,Yes,1,Weekly,Daily,No,Direct Supply,12939
6,17,61256,Business,Minimalist,1795,Yes,1,Weekly,Weekly,No,Tank,14432
3,6,185627,Business,Average,1096,No,1,Daily,Rarely,No,Well,14060
1,72,164572,Student,Luxury,1183,No,3,Weekly,Weekly,Yes,Tank,10676
4,34,61861,Business,Average,824,No,3,Daily,Rarely,Yes,Direct Supply,3930
3,54,51821,Retired,Luxury,1520,No,1,Weekly,Weekly,Yes,Well,2654
6,15,54793,Student,Average,1769,Yes,1,Never,Weekly,No,Direct Supply,7556
1,33,141204,Retired,Luxury,1837,Yes,1,Rarely,Rarely,Yes,Tank,11951
5,68,97542,Business,Average,1099,Yes,1,Rarely,Rarely,No,Direct Supply,7441
2,4,98142,Salaried,Average,735,Yes,4,Daily,Never,Yes,Well,12164
3,68,126549,Student,Luxury,828,No,3,Never,Daily,Yes,Tank,14623
2,16,145526,Salaried,Average,673,Yes,2,Never,Daily,Yes,Tank,7674
7,51,127316,Business,Minimalist,1004,No,3,Weekly,Never,No,Direct Supply,14766
1,34,97577,Business,Average,609,Yes,1,Daily,Never,Yes,Well,6386
6,15,105458,Salaried,Average,1386,Yes,4,Rarely,Rarely,Yes,Direct Supply,7247
1,23,148985,Business,Average,1231,Yes,1,Rarely,Rarely,No,Direct Supply,10746
7,25,124595,Salaried,Minimalist,2192,Yes,3,Rarely,Weekly,Yes,Tank,9605
5,50,196037,Retired,Minimalist,678,Yes,1,Daily,Never,Yes,Well,6648
7,19,37140,Student,Average,756,No,3,Never,Never,No,Well,10451
2,61,123712,Business,Luxury,609,Yes,3,Weekly,Weekly,Yes,Tank,14082
5,71,193501,Business,Luxury,858,No,3,Daily,Never,No,Direct Supply,4448
6,65,97408,Student,Minimalist,2162,Yes,3,Rarely,Daily,Yes,Direct Supply,14914
3,56,129341,Student,Minimalist,1356,Yes,1,Daily,Rarely,No,Tank,4544
1,5,145050,Student,Average,1321,No,2,Never,Never,No,Direct Supply,9184
7,74,191905,Business,Average,1663,No,2,Daily,Daily,No,Well,4456
2,8,82906,Student,Luxury,2907,Yes,3,Weekly,Rarely,No,Direct Supply,6680
1,29,40279,Business,Minimalist,1810,Yes,1,Weekly,Rarely,Yes,Well,13123
7,68,126002,Retired,Average,2627,No,1,Daily,Weekly,No,Well,14343
7,64,114681,Student,Average,2651,Yes,1,Weekly,Rarely,Yes,Direct Supply,10752
1,48,101172,Retired,Average,1046,No,1,Daily,Weekly,Yes,Well,8408
1,80,28412,Student,Average,543,No,2,Never,Rarely,No,Well,4049
2,71,195485,Business,Average,1303,Yes,1,Never,Weekly,No,Well,2273
3,43,196742,Salaried,Luxury,972,Yes,3,Never,Weekly,No,Direct Supply,6085
1,7,185686,Salaried,Average,953,Yes,1,Weekly,Never,Yes,Well,8268
3,55,38772,Student,Minimalist,708,Yes,4,Weekly,Rarely,No,Direct Supply,13215
1,72,187827,Business,Minimalist,973,Yes,2,Daily,Never,No,Tank,11302
3,23,44898,Retired,Average,869,No,1,Never,Rarely,Yes,Well,13535
1,31,40581,Student,Luxury,918,Yes,4,Weekly,Weekly,Yes,Direct Supply,7706
5,67,171322,Business,Luxury,2799,Yes,4,Never,Never,Yes,Well,4338
1,76,153482,Salaried,Luxury,1279,No,1,Rarely,Weekly,No,Well,9427
7,46,111889,Retired,Luxury,2404,Yes,4,Never,Daily,No,Well,6664
5,31,45126,Retired,Minimalist,2406,Yes,2,Weekly,Daily,Yes,Tank,3766
4,4,96465,Student,Luxury,835,Yes,2,Rarely,Daily,No,Well,11314
7,77,90399,Retired,Minimalist,2002,Yes,2,Weekly,Never,No,Well,8677
6,77,160147,Salaried,Minimalist,1970,Yes,2,Weekly,Daily,No,Well,4303
5,79,192713,Student,Luxury,1618,Yes,3,Weekly,Rarely,No,Tank,4066
5,36,111940,Business,Minimalist,1673,Yes,2,Weekly,Weekly,Yes,Well,2203
7,80,178154,Student,Luxury,1692,No,3,Never,Weekly,No,Direct Supply,7935
2,16,54413,Retired,Minimalist,2640,Yes,4,Never,Never,No,Well,3066
1,16,177864,Student,Luxury,753,Yes,3,Never,Never,No,Direct Supply,7977
4,14,163224,Business,Luxury,2720,No,2,Never,Never,Yes,Tank,2526
4,38,87032,Salaried,Luxury,2995,No,4,Never,Daily,No,Tank,10833
4,36,177949,Salaried,Luxury,1376,No,2,Weekly,Never,No,Well,13762
3,74,135440,Salaried,Average,1844,Yes,2,Rarely,Weekly,No,Well,6795
3,15,153265,Salaried,Average,2447,No,3,Never,Never,No,Well,11901
4,53,157965,Student,Minimalist,2940,No,2,Weekly,Rarely,Yes,Tank,6737
3,37,185544,Business,Average,1367,Yes,2,Weekly,Never,Yes,Well,10706
3,17,52154,Business,Average,2432,Yes,1,Never,Daily,Yes,Tank,10065
1,40,93047,Retired,Luxury,2397,No,4,Daily,Never,No,Direct Supply,4573
3,4,91248,Salaried,Luxury,1523,No,4,Weekly,Rarely,No,Tank,11824
4,45,79150,Retired,Luxury,1049,Yes,1,Weekly,Weekly,Yes,Direct Supply,14220
5,7,85199,Salaried,Luxury,2328,No,3,Never,Never,Yes,Direct Supply,6617
5,63,94171,Salaried,Luxury,1195,Yes,1,Rarely,Never,No,Direct Supply,8439
7,17,53563,Business,Luxury,1009,No,1,Daily,Never,Yes,Tank,10022
7,7,147546,Business,Average,2339,No,1,Weekly,Daily,Yes,Direct Supply,12408
1,8,34500,Salaried,Average,1593,No,4,Daily,Rarely,No,Tank,13277
1,40,31278,Salaried,Average,1800,No,2,Weekly,Weekly,Yes,Well,3347
4,41,65638,Salaried,Minimalist,913,No,1,Never,Rarely,Yes,Direct Supply,5604
2,5,60829,Salaried,Average,2981,No,3,Weekly,Rarely,Yes,Well,7029
1,34,95372,Student,Minimalist,1087,Yes,3,Weekly,Daily,No,Well,11277
6,48,151229,Business,Minimalist,2335,No,1,Rarely,Weekly,No,Tank,5552
4,32,113467,Student,Minimalist,1601,Yes,4,Weekly,Weekly,No,Tank,12505
7,10,193349,Salaried,Minimalist,2468,No,1,Weekly,Rarely,No,Tank,2254
3,15,152773,Student,Luxury,1655,No,3,Daily,Never,Yes,Well,9578
3,76,101189,Salaried,Average,1258,No,1,Weekly,Daily,Yes,Tank,7311
6,16,199630,Retired,Minimalist,2264,Yes,4,Rarely,Daily,No,Well,6109
2,46,37187,Retired,Average,2415,No,4,Rarely,Rarely,Yes,Well,5847
1,18,22454,Business,Average,1636,No,4,Never,Daily,Yes,Tank,10737
3,49,122146,Business,Minimalist,1484,Yes,3,Rarely,Never,No,Tank,11763
3,1,141344,Business,Minimalist,1169,No,1,Never,Never,Yes,Well,8707
6,29,198499,Business,Average,2044,No,3,Daily,Weekly,Yes,Well,13144
7,70,117808,Retired,Average,1481,Yes,3,Rarely,Rarely,Yes,Well,14134
7,16,192454,Business,Minimalist,729,No,2,Weekly,Weekly,Yes,Direct Supply,10068
4,51,83351,Business,Average,2000,Yes,3,Rarely,Weekly,No,Direct Supply,14484
2,15,161271,Salaried,Average,2872,No,4,Rarely,Never,Yes,Well,10946
5,61,113046,Retired,Minimalist,1417,No,4,Never,Rarely,No,Well,14897
5,65,105186,Student,Average,2091,Yes,1,Daily,Never,Yes,Direct Supply,10357
2,30,88605,Retired,Minimalist,1736,Yes,1,Weekly,Weekly,Yes,Tank,10331
6,47,196670,Salaried,Minimalist,717,No,1,Daily,Never,Yes,Well,12289
7,17,80663,Retired,Luxury,874,Yes,4,Rarely,Daily,Yes,Well,2578
2,76,134574,Retired,Luxury,2770,Yes,3,Rarely,Daily,No,Direct Supply,2507
2,49,171273,Retired,Average,1516,Yes,2,Never,Never,No,Direct Supply,5388
7,43,92020,Business,Luxury,1800,Yes,4,Daily,Never,Yes,Direct Supply,6182
7,28,69267,Student,Average,1318,Yes,1,Weekly,Weekly,Yes,Tank,14248
3,72,152892,Salaried,Luxury,2583,Yes,4,Rarely,Rarely,No,Tank,3350
5,61,171562,Retired,Luxury,2200,Yes,4,Rarely,Weekly,No,Direct Supply,13083
5,49,51216,Business,Average,2311,Yes,3,Never,Rarely,Yes,Direct Supply,5194
2,20,198687,Salaried,Average,785,Yes,3,Weekly,Never,No,Direct Supply,4071
6,69,47541,Retired,Luxury,2566,Yes,2,Daily,Rarely,No,Tank,12915
7,37,163627,Business,Average,2391,Yes,1,Never,Rarely,Yes,Tank,5283
2,58,167983,Salaried,Average,2992,No,4,Never,Weekly,No,Tank,5217
4,35,165327,Salaried,Average,2743,Yes,3,Rarely,Never,Yes,Tank,5403
1,56,38679,Salaried,Average,1964,Yes,2,Weekly,Rarely,Yes,Direct Supply,9335
6,60,137804,Student,Luxury,2161,No,2,Never,Daily,Yes,Well,11061
3,74,46692,Student,Luxury,1731,Yes,1,Never,Never,No,Tank,8090
4,58,24397,Salaried,Minimalist,2385,No,4,Never,Rarely,No,Tank,10579
6,3,55051,Student,Average,1021,No,3,Rarely,Rarely,No,Well,2592
1,64,184230,Student,Average,1722,No,4,Weekly,Weekly,No,Well,7117
5,73,184325,Student,Average,656,Yes,2,Weekly,Never,No,Direct Supply,8413
4,11,134173,Student,Luxury,2082,Yes,1,Weekly,Rarely,No,Tank,13538
4,17,114308,Retired,Minimalist,2710,Yes,2,Rarely,Never,Yes,Well,12037
2,24,153355,Student,Average,2845,No,2,Daily,Weekly,Yes,Well,3267
2,62,180216,Retired,Luxury,1096,Yes,3,Never,Daily,Yes,Direct Supply,6261
1,45,119768,Retired,Average,2478,Yes,2,Never,Never,No,Tank,12644
4,59,21197,Business,Minimalist,1232,Yes,2,Daily,Never,Yes,Tank,9953
7,31,32678,Business,Minimalist,1635,No,3,Rarely,Never,No,Tank,12865
1,61,132603,Retired,Minimalist,1907,Yes,3,Rarely,Rarely,No,Tank,11588
1,38,104621,Student,Minimalist,1525,No,3,Weekly,Never,Yes,Well,13768
7,15,90333,Business,Average,2920,Yes,3,Never,Rarely,Yes,Tank,2871
6,33,29297,Salaried,Luxury,2946,Yes,2,Daily,Daily,Yes,Direct Supply,14350
6,18,76593,Salaried,Luxury,1695,No,4,Weekly,Rarely,No,Well,11540
5,38,72152,Retired,Luxury,2411,Yes,3,Daily,Rarely,Yes,Well,14628
6,8,100075,Student,Minimalist,1365,No,3,Daily,Rarely,Yes,Well,9427
6,24,24997,Retired,Minimalist,2136,Yes,3,Rarely,Rarely,No,Direct Supply,11038
5,11,81587,Student,Average,2457,No,3,Rarely,Rarely,No,Tank,5307
1,13,164619,Business,Average,763,Yes,2,Never,Rarely,No,Well,2902
2,17,56045,Salaried,Average,1201,Yes,3,Never,Weekly,No,Tank,6144
5,57,42859,Retired,Luxury,2195,No,4,Never,Weekly,No,Well,7703
4,78,22321,Business,Luxury,1741,No,1,Daily,Weekly,Yes,Well,5307
5,43,87810,Retired,Minimalist,2407,No,2,Daily,Weekly,Yes,Tank,4596
4,44,21539,Business,Luxury,1996,No,1,Weekly,Never,Yes,Direct Supply,9233
6,79,54193,Retired,Luxury,1277,Yes,1,Daily,Daily,Yes,Well,2942
4,58,107647,Salaried,Luxury,2105,Yes,3,Daily,Daily,Yes,Tank,13866
3,4,143174,Salaried,Average,2974,Yes,3,Daily,Weekly,Yes,Direct Supply,11308
4,54,48631,Business,Minimalist,1010,Yes,3,Never,Weekly,Yes,Direct Supply,5419
4,64,24768,Salaried,Average,2885,Yes,3,Never,Never,Yes,Tank,4167
7,41,150745,Business,Minimalist,1718,Yes,1,Rarely,Daily,No,Well,14856
6,67,163054,Student,Average,1498,Yes,3,Weekly,Daily,Yes,Tank,8951
5,40,36520,Salaried,Minimalist,1223,Yes,2,Weekly,Weekly,No,Direct Supply,11318
6,7,62493,Student,Minimalist,1742,No,2,Daily,Weekly,Yes,Well,6011
7,35,195778,Retired,Minimalist,2108,Yes,1,Rarely,Daily,No,Well,13385
7,11,49591,Retired,Average,1097,Yes,4,Rarely,Never,No,Direct Supply,11114
3,21,69571,Retired,Average,2403,No,1,Daily,Daily,Yes,Direct Supply,2750
3,70,135122,Salaried,Average,2659,Yes,1,Never,Rarely,Yes,Tank,7586
3,23,140708,Salaried,Average,2391,No,3,Never,Never,No,Direct Supply,8733
4,8,173882,Salaried,Luxury,1820,No,1,Weekly,Daily,No,Tank,7261
3,75,72602,Salaried,Minimalist,1383,Yes,2,Never,Weekly,Yes,Well,9086
5,29,178619,Student,Minimalist,2537,No,4,Weekly,Never,Yes,Direct Supply,11510
6,53,74608,Student,Average,2507,Yes,2,Daily,Daily,Yes,Well,11837
1,71,34615,Retired,Minimalist,2336,Yes,4,Rarely,Never,No,Well,10230
6,50,164392,Business,Luxury,2304,Yes,2,Never,Weekly,No,Direct Supply,14229
7,23,165202,Student,Average,1021,No,3,Weekly,Daily,Yes,Direct Supply,9974
7,30,135900,Retired,Average,1259,Yes,2,Rarely,Never,Yes,Well,13304
2,47,170039,Student,Luxury,2351,Yes,2,Rarely,Daily,No,Well,3395
2,65,145851,Business,Minimalist,2422,Yes,3,Daily,Weekly,No,Tank,6550
1,6,156167,Student,Minimalist,525,Yes,1,Daily,Never,No,Direct Supply,6709
7,9,72041,Salaried,Minimalist,1018,Yes,4,Weekly,Daily,No,Well,11050
1,48,151609,Student,Luxury,743,Yes,1,Weekly,Never,Yes,Well,12866
1,72,46162,Student,Average,578,Yes,3,Rarely,Rarely,No,Well,14163
6,17,49771,Business,Minimalist,2023,Yes,3,Never,Never,Yes,Well,7658
5,63,90918,Student,Minimalist,780,Yes,4,Never,Daily,Yes,Well,2167
1,57,51995,Business,Minimalist,2909,Yes,3,Never,Never,Yes,Well,10553
1,42,38699,Business,Luxury,2422,No,2,Weekly,Weekly,No,Direct Supply,4226
5,36,159743,Student,Luxury,2604,Yes,4,Never,Daily,No,Tank,8960
3,31,32097,Business,Luxury,1839,Yes,2,Weekly,Rarely,Yes,Direct Supply,2564
2,14,58571,Business,Average,2108,No,4,Weekly,Weekly,No,Direct Supply,9056
4,43,68752,Salaried,Minimalist,1769,Yes,3,Weekly,Never,Yes,Well,3032
2,15,183753,Salaried,Luxury,2243,No,4,Daily,Weekly,Yes,Well,13808
1,44,183300,Retired,Minimalist,1381,No,4,Daily,Never,No,Direct Supply,6135
5,67,194369,Business,Luxury,2631,Yes,4,Daily,Daily,No,Direct Supply,9655
7,55,154188,Salaried,Average,902,No,2,Daily,Rarely,No,Well,4392
3,41,89895,Student,Luxury,2330,No,3,Daily,Weekly,Yes,Tank,11231
3,18,44934,Student,Minimalist,2603,No,3,Rarely,Never,Yes,Tank,7164
6,12,122167,Retired,Minimalist,1957,Yes,4,Never,Rarely,Yes,Well,11526
2,2,97440,Student,Luxury,1530,No,3,Weekly,Weekly,No,Well,7561
1,31,97793,Student,Average,2884,Yes,2,Daily,Never,Yes,Direct Supply,11874
6,77,87191,Salaried,Minimalist,2204,Yes,3,Rarely,Daily,Yes,Direct Supply,4184
2,38,116427,Student,Minimalist,2014,Yes,4,Daily,Never,No,Tank,8244
4,19,181292,Student,Average,2447,Yes,4,Never,Never,No,Tank,12019
7,36,38962,Salaried,Minimalist,2238,Yes,1,Never,Never,No,Tank,11226
4,75,163016,Student,Luxury,2682,No,2,Rarely,Daily,No,Tank,8268
5,79,62683,Salaried,Luxury,1268,Yes,3,Rarely,Never,Yes,Well,2251
7,79,141540,Retired,Luxury,2179,Yes,4,Daily,Rarely,No,Tank,8262
4,40,30674,Salaried,Average,1848,Yes,3,Weekly,Daily,No,Well,10884
1,7,111458,Retired,Average,2449,Yes,1,Rarely,Weekly,No,Tank,5733
6,75,57383,Business,Average,2181,Yes,1,Weekly,Rarely,Yes,Well,6891
5,17,198391,Student,Luxury,2757,No,4,Daily,Weekly,No,Well,14146
3,12,126877,Retired,Average,1760,Yes,1,Weekly,Weekly,No,Direct Supply,10251
6,12,28177,Salaried,Luxury,1472,Yes,3,Daily,Rarely,Yes,Well,9656
5,10,63455,Salaried,Minimalist,842,Yes,3,Daily,Daily,No,Tank,4601
3,79,149795,Salaried,Average,1801,No,3,Daily,Never,No,Tank,4918
4,35,47173,Business,Luxury,846,No,3,Daily,Never,No,Direct Supply,14309
2,75,97676,Retired,Minimalist,2012,No,3,Never,Never,No,Direct Supply,3417
2,20,133040,Student,Luxury,1098,Yes,4,Never,Daily,No,Direct Supply,2016
1,46,23660,Student,Minimalist,2303,No,4,Never,Daily,No,Direct Supply,12904
6,77,175749,Business,Average,1523,Yes,2,Never,Rarely,No,Tank,9865
5,53,196858,Student,Minimalist,2144,No,4,Never,Daily,Yes,Tank,10755
6,56,89932,Salaried,Minimalist,1292,No,3,Weekly,Weekly,Yes,Direct Supply,13257
2,13,84523,Business,Average,1771,Yes,1,Weekly,Weekly,Yes,Direct Supply,7628
3,14,70624,Salaried,Average,2802,Yes,3,Weekly,Daily,Yes,Well,14935
4,48,108898,Retired,Average,2961,No,3,Daily,Weekly,Yes,Direct Supply,7657
6,59,69615,Business,Average,1701,Yes,3,Daily,Weekly,Yes,Well,5899
6,74,23739,Business,Minimalist,2149,Yes,3,Weekly,Rarely,No,Tank,2259
6,37,72825,Salaried,Average,2141,Yes,1,Never,Never,No,Tank,6294
6,30,123963,Retired,Minimalist,2794,Yes,2,Weekly,Daily,Yes,Direct Supply,10229
4,34,170574,Retired,Luxury,2532,Yes,4,Weekly,Never,No,Direct Supply,7612
2,6,113504,Retired,Average,1030,No,4,Weekly,Weekly,No,Direct Supply,4244
2,43,192813,Retired,Minimalist,1492,No,2,Weekly,Rarely,Yes,Tank,11149
1,44,24283,Business,Luxury,1173,Yes,3,Weekly,Daily,No,Direct Supply,13846
1,13,91812,Business,Average,2654,No,1,Daily,Rarely,No,Tank,13871
3,35,69593,Business,Average,2980,Yes,3,Weekly,Never,No,Tank,14375
6,74,196006,Retired,Minimalist,809,No,4,Daily,Rarely,No,Direct Supply,12808
6,20,198047,Salaried,Minimalist,1831,No,2,Weekly,Never,No,Tank,12402
5,34,192212,Salaried,Average,2545,Yes,3,Never,Never,Yes,Direct Supply,7375
4,36,63119,Student,Minimalist,2479,Yes,1,Rarely,Daily,No,Tank,14560
7,46,99856,Business,Minimalist,2333,Yes,3,Rarely,Rarely,No,Well,8914
6,66,121618,Business,Luxury,924,Yes,2,Daily,Rarely,Yes,Direct Supply,8800
4,77,188170,Student,Luxury,2280,No,1,Rarely,Never,Yes,Direct Supply,6271
7,67,99822,Retired,Minimalist,1190,Yes,4,Rarely,Rarely,No,Tank,14377
7,59,160082,Student,Average,1090,No,4,Daily,Daily,No,Tank,12845
6,60,119699,Business,Minimalist,661,Yes,3,Rarely,Weekly,No,Well,10916
6,76,192089,Student,Minimalist,1496,No,1,Weekly,Never,No,Tank,8662
4,11,91092,Business,Minimalist,1393,Yes,2,Never,Weekly,No,Well,11310
7,2,125650,Salaried,Minimalist,2280,Yes,3,Never,Rarely,Yes,Well,5693
4,77,35469,Business,Minimalist,2499,Yes,4,Never,Daily,No,Direct Supply,9263
5,19,119228,Salaried,Minimalist,1482,No,3,Weekly,Daily,No,Tank,6800
3,68,128713,Business,Luxury,1586,Yes,1,Never,Weekly,No,Well,8942
6,80,148443,Business,Luxury,735,Yes,3,Rarely,Weekly,No,Well,5476
1,51,174254,Business,Minimalist,2089,No,4,Daily,Daily,No,Well,2728
5,52,108944,Student,Average,2438,No,4,Rarely,Weekly,Yes,Well,7875
1,78,158047,Retired,Luxury,709,No,2,Rarely,Weekly,Yes,Well,4603
7,80,113028,Business,Minimalist,2753,No,4,Weekly,Never,No,Direct Supply,10856
1,63,21640,Retired,Luxury,532,No,4,Daily,Never,Yes,Direct Supply,12336
1,22,78234,Student,Luxury,2035,Yes,2,Weekly,Never,No,Direct Supply,4673
3,70,84308,Student,Average,1243,No,3,Daily,Never,Yes,Well,5197
4,47,33203,Student,Minimalist,2099,No,1,Daily,Daily,No,Tank,8155
2,77,109883,Student,Minimalist,2982,Yes,1,Daily,Rarely,No,Direct Supply,7341
5,35,90229,Student,Average,2149,Yes,4,Never,Never,No,Well,11453
5,24,198426,Salaried,Luxury,585,Yes,1,Never,Daily,No,Tank,13006
6,24,58962,Business,Minimalist,672,Yes,3,Daily,Rarely,Yes,Well,6157
4,69,49916,Business,Minimalist,1692,Yes,3,Never,Never,Yes,Direct Supply,13141
2,19,126273,Retired,Minimalist,2977,Yes,3,Never,Weekly,Yes,Direct Supply,8919
7,18,56573,Student,Minimalist,1641,Yes,1,Rarely,Rarely,Yes,Tank,3810
2,61,168426,Business,Luxury,2906,Yes,3,Rarely,Daily,No,Direct Supply,7866
1,52,133888,Retired,Average,1648,No,2,Never,Never,No,Well,10210
6,4,46116,Salaried,Luxury,1416,Yes,3,Weekly,Weekly,Yes,Direct Supply,4157
2,4,172628,Business,Minimalist,2566,No,1,Rarely,Weekly,No,Direct Supply,11272
6,54,64137,Salaried,Luxury,2433,Yes,2,Weekly,Weekly,No,Well,13206
6,33,155411,Salaried,Average,972,No,1,Weekly,Rarely,Yes,Well,8114
6,23,66709,Student,Average,1287,No,2,Never,Weekly,No,Well,12533
1,2,74690,Business,Luxury,1046,Yes,2,Never,Rarely,Yes,Tank,9315
3,20,154131,Retired,Average,609,No,1,Daily,Daily,No,Direct Supply,4142
2,35,191258,Student,Average,888,Yes,3,Weekly,Never,No,Well,6585
1,72,51519,Student,Average,1581,No,4,Never,Daily,No,Tank,8723
3,34,188060,Salaried,Minimalist,1006,No,2,Daily,Weekly,Yes,Tank,11141
7,19,83865,Retired,Luxury,1560,No,1,Weekly,Daily,Yes,Well,11393
3,57,45502,Student,Minimalist,1827,Yes,1,Never,Daily,No,Direct Supply,5874
6,25,84666,Business,Average,839,Yes,2,Rarely,Rarely,Yes,Well,13412
3,13,118003,Business,Minimalist,1034,No,1,Rarely,Daily,Yes,Well,6016
7,6,176542,Student,Average,699,No,1,Never,Weekly,No,Direct Supply,4513
7,18,171925,Business,Minimalist,2083,Yes,1,Never,Weekly,Yes,Tank,10154
2,8,112472,Business,Minimalist,1002,Yes,4,Daily,Rarely,Yes,Tank,13418
4,2,115768,Student,Average,560,Yes,4,Never,Rarely,No,Well,8250
3,27,78098,Business,Minimalist,939,Yes,2,Rarely,Weekly,Yes,Direct Supply,9493
1,13,136967,Student,Minimalist,2846,Yes,4,Never,Rarely,No,Tank,3294
1,7,40777,Retired,Average,2825,No,4,Never,Weekly,No,Tank,8100
2,21,115481,Retired,Luxury,2710,Yes,4,Weekly,Rarely,Yes,Tank,4257
3,2,123437,Student,Luxury,1908,No,4,Never,Daily,Yes,Tank,8395
3,22,40593,Business,Luxury,1228,Yes,2,Never,Never,Yes,Direct Supply,4441
6,44,166077,Salaried,Minimalist,1978,Yes,2,Daily,Never,No,Tank,14930
1,47,123057,Business,Minimalist,2092,Yes,1,Never,Never,Yes,Tank,9446
7,31,21503,Student,Average,680,No,1,Rarely,Daily,Yes,Tank,6796
7,27,89455,Retired,Minimalist,2263,No,2,Weekly,Daily,Yes,Direct Supply,6995
5,5,63620,Business,Minimalist,925,No,2,Weekly,Weekly,Yes,Direct Supply,8899
3,50,172448,Retired,Minimalist,2889,Yes,4,Never,Daily,No,Well,4582
6,62,105349,Student,Average,2770,No,3,Rarely,Rarely,No,Direct Supply,9450
2,58,189797,Retired,Luxury,2021,Yes,1,Rarely,Daily,Yes,Well,4858
3,78,162533,Retired,Minimalist,1244,Yes,3,Weekly,Daily,Yes,Direct Supply,10309
1,37,105303,Retired,Minimalist,2421,No,2,Rarely,Never,Yes,Well,4105
6,51,66924,Student,Luxury,2837,No,1,Never,Never,No,Well,2051
2,27,36045,Retired,Luxury,2035,No,4,Daily,Weekly,Yes,Well,10137
7,11,57010,Salaried,Average,971,No,3,Never,Rarely,Yes,Direct Supply,7721
3,44,105424,Retired,Luxury,2206,No,4,Daily,Daily,No,Well,13865
2,79,73416,Business,Average,2933,No,3,Rarely,Weekly,Yes,Direct Supply,8118
2,49,123156,Retired,Minimalist,2064,Yes,4,Never,Weekly,No,Direct Supply,2231
1,53,155497,Business,Minimalist,1815,Yes,2,Weekly,Daily,No,Tank,7370
3,16,179188,Salaried,Minimalist,1021,No,1,Rarely,Weekly,Yes,Tank,14747
7,17,130289,Business,Luxury,607,Yes,4,Daily,Daily,Yes,Tank,3618
7,18,104642,Salaried,Average,2138,No,4,Never,Weekly,No,Direct Supply,6726
5,9,153520,Salaried,Average,2372,No,3,Weekly,Never,No,Tank,14850
3,22,42590,Retired,Luxury,1741,Yes,3,Weekly,Daily,Yes,Direct Supply,3059
7,27,134860,Retired,Average,1280,Yes,4,Never,Daily,No,Tank,10025
5,28,33029,Salaried,Minimalist,1248,Yes,4,Daily,Rarely,Yes,Direct Supply,3116
5,75,145140,Retired,Average,685,Yes,4,Rarely,Never,No,Direct Supply,2616
5,50,44370,Retired,Luxury,1762,No,4,Daily,Daily,No,Well,14241
3,15,144306,Retired,Average,2034,No,2,Daily,Daily,No,Tank,5831
5,61,30676,Retired,Luxury,848,Yes,1,Never,Never,Yes,Tank,14529
3,38,153853,Student,Minimalist,981,No,2,Daily,Rarely,Yes,Direct Supply,12153
6,56,186001,Retired,Average,636,No,2,Rarely,Daily,No,Well,6997
5,24,151580,Business,Luxury,1490,Yes,4,Weekly,Rarely,Yes,Well,11844
7,80,31487,Business,Average,1257,No,4,Rarely,Never,Yes,Direct Supply,12468
6,27,152492,Salaried,Luxury,756,Yes,3,Rarely,Never,Yes,Tank,6868
4,35,177156,Student,Luxury,2140,Yes,1,Weekly,Rarely,Yes,Tank,13861
4,10,107213,Retired,Average,1284,No,1,Daily,Rarely,No,Well,5175
7,7,169335,Retired,Luxury,2639,Yes,2,Never,Rarely,No,Tank,4930
5,37,162428,Salaried,Average,1955,Yes,2,Daily,Never,Yes,Well,8832
2,60,159053,Student,Luxury,2552,Yes,1,Daily,Rarely,No,Well,7034
6,46,26206,Retired,Minimalist,784,No,4,Daily,Weekly,No,Direct Supply,2977
7,25,138496,Retired,Average,2136,Yes,4,Rarely,Weekly,No,Well,10700
5,28,129279,Retired,Luxury,2938,Yes,3,Daily,Rarely,Yes,Direct Supply,8874
7,62,71267,Student,Minimalist,2872,Yes,4,Rarely,Weekly,No,Well,4856
5,80,151134,Retired,Average,2761,Yes,4,Rarely,Never,No,Well,14498
3,52,98359,Salaried,Luxury,1074,Yes,4,Never,Never,No,Well,11483
